hospName,topWait,updateTime
Tuen Mun Hospital,Over 2 hours,25/11/2019 12:45pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 12:45pm
United Christian Hospital,Over 3 hours,25/11/2019 12:45pm
Yan Chai Hospital,Over 1 hour,25/11/2019 12:45pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 1:00pm
Caritas Medical Centre,Over 2 hours,25/11/2019 1:00pm
Kwong Wah Hospital,Over 2 hours,25/11/2019 1:00pm
North District Hospital,Over 3 hours,25/11/2019 1:00pm
North Lantau Hospital,Over 1 hour,25/11/2019 1:00pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 1:00pm
Pok Oi Hospital,Over 1 hour,25/11/2019 1:00pm
Prince of Wales Hospital,Over 8 hours,25/11/2019 1:00pm
Pamela Youde Nethersole Eastern Hospital,Over 1 hour,25/11/2019 1:00pm
Queen Elizabeth Hospital,Over 1 hour,25/11/2019 1:00pm
Queen Mary Hospital,Over 1 hour,25/11/2019 1:00pm
Ruttonjee Hospital,Over 2 hours,25/11/2019 1:00pm
St John Hospital,Around 1 hour,25/11/2019 1:00pm
Tseung Kwan O Hospital,Over 2 hours,25/11/2019 1:00pm
Tuen Mun Hospital,Over 2 hours,25/11/2019 1:00pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 1:00pm
United Christian Hospital,Over 3 hours,25/11/2019 1:00pm
Yan Chai Hospital,Over 1 hour,25/11/2019 1:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 1:15pm
Caritas Medical Centre,Over 2 hours,25/11/2019 1:15pm
Kwong Wah Hospital,Over 2 hours,25/11/2019 1:15pm
North District Hospital,Over 3 hours,25/11/2019 1:15pm
North Lantau Hospital,Over 1 hour,25/11/2019 1:15pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 1:15pm
Pok Oi Hospital,Over 2 hours,25/11/2019 1:15pm
Prince of Wales Hospital,Over 8 hours,25/11/2019 1:15pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,25/11/2019 1:15pm
Queen Elizabeth Hospital,Over 1 hour,25/11/2019 1:15pm
Queen Mary Hospital,Over 1 hour,25/11/2019 1:15pm
Ruttonjee Hospital,Over 2 hours,25/11/2019 1:15pm
St John Hospital,Around 1 hour,25/11/2019 1:15pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 1:15pm
Tuen Mun Hospital,Over 2 hours,25/11/2019 1:15pm
Tin Shui Wai Hospital,Around 1 hour,25/11/2019 1:15pm
United Christian Hospital,Over 3 hours,25/11/2019 1:15pm
Yan Chai Hospital,Over 1 hour,25/11/2019 1:15pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 1:30pm
Caritas Medical Centre,Over 2 hours,25/11/2019 1:30pm
Kwong Wah Hospital,Over 2 hours,25/11/2019 1:30pm
North District Hospital,Over 3 hours,25/11/2019 1:30pm
North Lantau Hospital,Over 2 hours,25/11/2019 1:30pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 1:30pm
Pok Oi Hospital,Over 2 hours,25/11/2019 1:30pm
Prince of Wales Hospital,Over 8 hours,25/11/2019 1:30pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,25/11/2019 1:30pm
Queen Elizabeth Hospital,Over 1 hour,25/11/2019 1:30pm
Queen Mary Hospital,Over 1 hour,25/11/2019 1:30pm
Ruttonjee Hospital,Over 2 hours,25/11/2019 1:30pm
St John Hospital,Around 1 hour,25/11/2019 1:30pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 1:30pm
Tuen Mun Hospital,Over 2 hours,25/11/2019 1:30pm
Tin Shui Wai Hospital,Around 1 hour,25/11/2019 1:30pm
United Christian Hospital,Over 3 hours,25/11/2019 1:30pm
Yan Chai Hospital,Over 1 hour,25/11/2019 1:30pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 1:45pm
Caritas Medical Centre,Over 2 hours,25/11/2019 1:45pm
Kwong Wah Hospital,Over 2 hours,25/11/2019 1:45pm
North District Hospital,Over 3 hours,25/11/2019 1:45pm
North Lantau Hospital,Over 2 hours,25/11/2019 1:45pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 1:45pm
Pok Oi Hospital,Over 2 hours,25/11/2019 1:45pm
Prince of Wales Hospital,Over 8 hours,25/11/2019 1:45pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,25/11/2019 1:45pm
Queen Elizabeth Hospital,Over 1 hour,25/11/2019 1:45pm
Queen Mary Hospital,Over 1 hour,25/11/2019 1:45pm
Ruttonjee Hospital,Over 2 hours,25/11/2019 1:45pm
St John Hospital,Around 1 hour,25/11/2019 1:45pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 1:45pm
Tuen Mun Hospital,Over 2 hours,25/11/2019 1:45pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 1:45pm
United Christian Hospital,Over 3 hours,25/11/2019 1:45pm
Yan Chai Hospital,Over 2 hours,25/11/2019 1:45pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 2:00pm
Caritas Medical Centre,Over 2 hours,25/11/2019 2:00pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 2:00pm
North District Hospital,Over 4 hours,25/11/2019 2:00pm
North Lantau Hospital,Over 2 hours,25/11/2019 2:00pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 2:00pm
Pok Oi Hospital,Over 2 hours,25/11/2019 2:00pm
Prince of Wales Hospital,Over 8 hours,25/11/2019 2:00pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,25/11/2019 2:00pm
Queen Elizabeth Hospital,Over 1 hour,25/11/2019 2:00pm
Queen Mary Hospital,Over 1 hour,25/11/2019 2:00pm
Ruttonjee Hospital,Over 2 hours,25/11/2019 2:00pm
St John Hospital,Around 1 hour,25/11/2019 2:00pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 2:00pm
Tuen Mun Hospital,Over 2 hours,25/11/2019 2:00pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 2:00pm
United Christian Hospital,Over 3 hours,25/11/2019 2:00pm
Yan Chai Hospital,Over 2 hours,25/11/2019 2:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 2:15pm
Caritas Medical Centre,Over 2 hours,25/11/2019 2:15pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 2:15pm
North District Hospital,Over 5 hours,25/11/2019 2:15pm
North Lantau Hospital,Over 2 hours,25/11/2019 2:15pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 2:15pm
Pok Oi Hospital,Over 2 hours,25/11/2019 2:15pm
Prince of Wales Hospital,Over 5 hours,25/11/2019 2:15pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,25/11/2019 2:15pm
Queen Elizabeth Hospital,Over 2 hours,25/11/2019 2:15pm
Queen Mary Hospital,Over 1 hour,25/11/2019 2:15pm
Ruttonjee Hospital,Over 2 hours,25/11/2019 2:15pm
St John Hospital,Around 1 hour,25/11/2019 2:15pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 2:15pm
Tuen Mun Hospital,Over 2 hours,25/11/2019 2:15pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 2:15pm
United Christian Hospital,Over 3 hours,25/11/2019 2:15pm
Yan Chai Hospital,Over 2 hours,25/11/2019 2:15pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 2:30pm
Caritas Medical Centre,Over 2 hours,25/11/2019 2:30pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 2:30pm
North District Hospital,Over 5 hours,25/11/2019 2:30pm
North Lantau Hospital,Over 2 hours,25/11/2019 2:30pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 2:30pm
Pok Oi Hospital,Over 2 hours,25/11/2019 2:30pm
Prince of Wales Hospital,Over 6 hours,25/11/2019 2:30pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,25/11/2019 2:30pm
Queen Elizabeth Hospital,Over 2 hours,25/11/2019 2:30pm
Queen Mary Hospital,Over 1 hour,25/11/2019 2:30pm
Ruttonjee Hospital,Over 2 hours,25/11/2019 2:30pm
St John Hospital,Over 1 hour,25/11/2019 2:30pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 2:30pm
Tuen Mun Hospital,Over 2 hours,25/11/2019 2:30pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 2:30pm
United Christian Hospital,Over 4 hours,25/11/2019 2:30pm
Yan Chai Hospital,Over 2 hours,25/11/2019 2:30pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 2:45pm
Caritas Medical Centre,Over 2 hours,25/11/2019 2:45pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 2:45pm
North District Hospital,Over 5 hours,25/11/2019 2:45pm
North Lantau Hospital,Over 2 hours,25/11/2019 2:45pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 2:45pm
Pok Oi Hospital,Over 2 hours,25/11/2019 2:45pm
Prince of Wales Hospital,Over 8 hours,25/11/2019 2:45pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,25/11/2019 2:45pm
Queen Elizabeth Hospital,Over 2 hours,25/11/2019 2:45pm
Queen Mary Hospital,Over 1 hour,25/11/2019 2:45pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 2:45pm
St John Hospital,Over 1 hour,25/11/2019 2:45pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 2:45pm
Tuen Mun Hospital,Over 3 hours,25/11/2019 2:45pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 2:45pm
United Christian Hospital,Over 4 hours,25/11/2019 2:45pm
Yan Chai Hospital,Over 2 hours,25/11/2019 2:45pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 3:00pm
Caritas Medical Centre,Over 2 hours,25/11/2019 3:00pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 3:00pm
North District Hospital,Over 5 hours,25/11/2019 3:00pm
North Lantau Hospital,Over 2 hours,25/11/2019 3:00pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 3:00pm
Pok Oi Hospital,Over 1 hour,25/11/2019 3:00pm
Prince of Wales Hospital,Over 8 hours,25/11/2019 3:00pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,25/11/2019 3:00pm
Queen Elizabeth Hospital,Over 2 hours,25/11/2019 3:00pm
Queen Mary Hospital,Over 2 hours,25/11/2019 3:00pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 3:00pm
St John Hospital,Over 1 hour,25/11/2019 3:00pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 3:00pm
Tuen Mun Hospital,Over 3 hours,25/11/2019 3:00pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 3:00pm
United Christian Hospital,Over 4 hours,25/11/2019 3:00pm
Yan Chai Hospital,Over 2 hours,25/11/2019 3:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 3:15pm
Caritas Medical Centre,Over 3 hours,25/11/2019 3:15pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 3:15pm
North District Hospital,Over 5 hours,25/11/2019 3:15pm
North Lantau Hospital,Over 2 hours,25/11/2019 3:15pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 3:15pm
Pok Oi Hospital,Over 1 hour,25/11/2019 3:15pm
Prince of Wales Hospital,Over 8 hours,25/11/2019 3:15pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,25/11/2019 3:15pm
Queen Elizabeth Hospital,Over 2 hours,25/11/2019 3:15pm
Queen Mary Hospital,Over 2 hours,25/11/2019 3:15pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 3:15pm
St John Hospital,Over 1 hour,25/11/2019 3:15pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 3:15pm
Tuen Mun Hospital,Over 3 hours,25/11/2019 3:15pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 3:15pm
United Christian Hospital,Over 4 hours,25/11/2019 3:15pm
Yan Chai Hospital,Over 2 hours,25/11/2019 3:15pm
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,25/11/2019 3:30pm
Caritas Medical Centre,Over 3 hours,25/11/2019 3:30pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 3:30pm
North District Hospital,Over 5 hours,25/11/2019 3:30pm
North Lantau Hospital,Over 2 hours,25/11/2019 3:30pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 3:30pm
Pok Oi Hospital,Over 1 hour,25/11/2019 3:30pm
Prince of Wales Hospital,Over 8 hours,25/11/2019 3:30pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,25/11/2019 3:30pm
Queen Elizabeth Hospital,Over 2 hours,25/11/2019 3:30pm
Queen Mary Hospital,Over 2 hours,25/11/2019 3:30pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 3:30pm
St John Hospital,Over 1 hour,25/11/2019 3:30pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 3:30pm
Tuen Mun Hospital,Over 4 hours,25/11/2019 3:30pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 3:30pm
United Christian Hospital,Over 4 hours,25/11/2019 3:30pm
Yan Chai Hospital,Over 2 hours,25/11/2019 3:30pm
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,25/11/2019 3:45pm
Caritas Medical Centre,Over 3 hours,25/11/2019 3:45pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 3:45pm
North District Hospital,Over 5 hours,25/11/2019 3:45pm
North Lantau Hospital,Over 2 hours,25/11/2019 3:45pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 3:45pm
Pok Oi Hospital,Over 1 hour,25/11/2019 3:45pm
Prince of Wales Hospital,Over 6 hours,25/11/2019 3:45pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,25/11/2019 3:45pm
Queen Elizabeth Hospital,Over 2 hours,25/11/2019 3:45pm
Queen Mary Hospital,Over 2 hours,25/11/2019 3:45pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 3:45pm
St John Hospital,Over 1 hour,25/11/2019 3:45pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 3:45pm
Tuen Mun Hospital,Over 4 hours,25/11/2019 3:45pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 3:45pm
United Christian Hospital,Over 4 hours,25/11/2019 3:45pm
Yan Chai Hospital,Over 2 hours,25/11/2019 3:45pm
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,25/11/2019 4:00pm
Caritas Medical Centre,Over 2 hours,25/11/2019 4:00pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 4:00pm
North District Hospital,Over 5 hours,25/11/2019 4:00pm
North Lantau Hospital,Over 2 hours,25/11/2019 4:00pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 4:00pm
Pok Oi Hospital,Over 1 hour,25/11/2019 4:00pm
Prince of Wales Hospital,Over 5 hours,25/11/2019 4:00pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,25/11/2019 4:00pm
Queen Elizabeth Hospital,Over 2 hours,25/11/2019 4:00pm
Queen Mary Hospital,Over 2 hours,25/11/2019 4:00pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 4:00pm
St John Hospital,Over 1 hour,25/11/2019 4:00pm
Tseung Kwan O Hospital,Over 2 hours,25/11/2019 4:00pm
Tuen Mun Hospital,Over 4 hours,25/11/2019 4:00pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 4:00pm
United Christian Hospital,Over 4 hours,25/11/2019 4:00pm
Yan Chai Hospital,Over 2 hours,25/11/2019 4:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 4:15pm
Caritas Medical Centre,Over 2 hours,25/11/2019 4:15pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 4:15pm
North District Hospital,Over 5 hours,25/11/2019 4:15pm
North Lantau Hospital,Over 2 hours,25/11/2019 4:15pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 4:15pm
Pok Oi Hospital,Over 1 hour,25/11/2019 4:15pm
Prince of Wales Hospital,Over 5 hours,25/11/2019 4:15pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,25/11/2019 4:15pm
Queen Elizabeth Hospital,Over 2 hours,25/11/2019 4:15pm
Queen Mary Hospital,Over 2 hours,25/11/2019 4:15pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 4:15pm
St John Hospital,Over 1 hour,25/11/2019 4:15pm
Tseung Kwan O Hospital,Over 2 hours,25/11/2019 4:15pm
Tuen Mun Hospital,Over 4 hours,25/11/2019 4:15pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 4:15pm
United Christian Hospital,Over 5 hours,25/11/2019 4:15pm
Yan Chai Hospital,Over 2 hours,25/11/2019 4:15pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 4:30pm
Caritas Medical Centre,Over 2 hours,25/11/2019 4:30pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 4:30pm
North District Hospital,Over 5 hours,25/11/2019 4:30pm
North Lantau Hospital,Over 2 hours,25/11/2019 4:30pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 4:30pm
Pok Oi Hospital,Over 1 hour,25/11/2019 4:30pm
Prince of Wales Hospital,Over 5 hours,25/11/2019 4:30pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,25/11/2019 4:30pm
Queen Elizabeth Hospital,Over 2 hours,25/11/2019 4:30pm
Queen Mary Hospital,Over 2 hours,25/11/2019 4:30pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 4:30pm
St John Hospital,Over 1 hour,25/11/2019 4:30pm
Tseung Kwan O Hospital,Over 2 hours,25/11/2019 4:30pm
Tuen Mun Hospital,Over 4 hours,25/11/2019 4:30pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 4:30pm
United Christian Hospital,Over 5 hours,25/11/2019 4:30pm
Yan Chai Hospital,Over 2 hours,25/11/2019 4:30pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 4:45pm
Caritas Medical Centre,Over 2 hours,25/11/2019 4:45pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 4:45pm
North District Hospital,Over 5 hours,25/11/2019 4:45pm
North Lantau Hospital,Over 2 hours,25/11/2019 4:45pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 4:45pm
Pok Oi Hospital,Over 1 hour,25/11/2019 4:45pm
Prince of Wales Hospital,Over 5 hours,25/11/2019 4:45pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,25/11/2019 4:45pm
Queen Elizabeth Hospital,Over 3 hours,25/11/2019 4:45pm
Queen Mary Hospital,Over 2 hours,25/11/2019 4:45pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 4:45pm
St John Hospital,Over 1 hour,25/11/2019 4:45pm
Tseung Kwan O Hospital,Over 2 hours,25/11/2019 4:45pm
Tuen Mun Hospital,Over 4 hours,25/11/2019 4:45pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 4:45pm
United Christian Hospital,Over 5 hours,25/11/2019 4:45pm
Yan Chai Hospital,Over 2 hours,25/11/2019 4:45pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 5:00pm
Caritas Medical Centre,Over 2 hours,25/11/2019 5:00pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 5:00pm
North District Hospital,Over 5 hours,25/11/2019 5:00pm
North Lantau Hospital,Over 2 hours,25/11/2019 5:00pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 5:00pm
Pok Oi Hospital,Over 1 hour,25/11/2019 5:00pm
Prince of Wales Hospital,Over 5 hours,25/11/2019 5:00pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,25/11/2019 5:00pm
Queen Elizabeth Hospital,Over 3 hours,25/11/2019 5:00pm
Queen Mary Hospital,Over 2 hours,25/11/2019 5:00pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 5:00pm
St John Hospital,Over 1 hour,25/11/2019 5:00pm
Tseung Kwan O Hospital,Over 2 hours,25/11/2019 5:00pm
Tuen Mun Hospital,Over 4 hours,25/11/2019 5:00pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 5:00pm
United Christian Hospital,Over 5 hours,25/11/2019 5:00pm
Yan Chai Hospital,Over 2 hours,25/11/2019 5:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 5:15pm
Caritas Medical Centre,Over 2 hours,25/11/2019 5:15pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 5:15pm
North District Hospital,Over 4 hours,25/11/2019 5:15pm
North Lantau Hospital,Over 2 hours,25/11/2019 5:15pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 5:15pm
Pok Oi Hospital,Over 1 hour,25/11/2019 5:15pm
Prince of Wales Hospital,Over 4 hours,25/11/2019 5:15pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,25/11/2019 5:15pm
Queen Elizabeth Hospital,Over 3 hours,25/11/2019 5:15pm
Queen Mary Hospital,Over 2 hours,25/11/2019 5:15pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 5:15pm
St John Hospital,Over 1 hour,25/11/2019 5:15pm
Tseung Kwan O Hospital,Over 2 hours,25/11/2019 5:15pm
Tuen Mun Hospital,Over 4 hours,25/11/2019 5:15pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 5:15pm
United Christian Hospital,Over 5 hours,25/11/2019 5:15pm
Yan Chai Hospital,Over 2 hours,25/11/2019 5:15pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,25/11/2019 5:30pm
Caritas Medical Centre,Over 2 hours,25/11/2019 5:30pm
Kwong Wah Hospital,Over 3 hours,25/11/2019 5:30pm
North District Hospital,Over 5 hours,25/11/2019 5:30pm
North Lantau Hospital,Over 2 hours,25/11/2019 5:30pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 5:30pm
Pok Oi Hospital,Over 1 hour,25/11/2019 5:30pm
Prince of Wales Hospital,Over 4 hours,25/11/2019 5:30pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,25/11/2019 5:30pm
Queen Elizabeth Hospital,Over 3 hours,25/11/2019 5:30pm
Queen Mary Hospital,Over 3 hours,25/11/2019 5:30pm
Ruttonjee Hospital,Over 3 hours,25/11/2019 5:30pm
St John Hospital,Around 1 hour,25/11/2019 5:30pm
Tseung Kwan O Hospital,Over 2 hours,25/11/2019 5:30pm
Tuen Mun Hospital,Over 4 hours,25/11/2019 5:30pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 5:30pm
United Christian Hospital,Over 5 hours,25/11/2019 5:30pm
Yan Chai Hospital,Over 2 hours,25/11/2019 5:30pm
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,25/11/2019 5:45pm
Caritas Medical Centre,Over 2 hours,25/11/2019 5:45pm
Kwong Wah Hospital,Over 2 hours,25/11/2019 5:45pm
North District Hospital,Over 5 hours,25/11/2019 5:45pm
North Lantau Hospital,Over 2 hours,25/11/2019 5:45pm
Princess Margaret Hospital,Over 2 hours,25/11/2019 5:45pm
Pok Oi Hospital,Over 1 hour,25/11/2019 5:45pm
Prince of Wales Hospital,Over 4 hours,25/11/2019 5:45pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,25/11/2019 5:45pm
Queen Elizabeth Hospital,Over 3 hours,25/11/2019 5:45pm
Queen Mary Hospital,Over 3 hours,25/11/2019 5:45pm
Ruttonjee Hospital,Over 2 hours,25/11/2019 5:45pm
St John Hospital,Around 1 hour,25/11/2019 5:45pm
Tseung Kwan O Hospital,Over 2 hours,25/11/2019 5:45pm
Tuen Mun Hospital,Over 4 hours,25/11/2019 5:45pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 5:45pm
United Christian Hospital,Over 6 hours,25/11/2019 5:45pm
Yan Chai Hospital,Over 2 hours,25/11/2019 5:45pm
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,25/11/2019 6:00pm
Caritas Medical Centre,Over 2 hours,25/11/2019 6:00pm
Kwong Wah Hospital,Over 2 hours,25/11/2019 6:00pm
North District Hospital,Over 5 hours,25/11/2019 6:00pm
North Lantau Hospital,Over 2 hours,25/11/2019 6:00pm
Princess Margaret Hospital,Over 1 hour,25/11/2019 6:00pm
Pok Oi Hospital,Over 1 hour,25/11/2019 6:00pm
Prince of Wales Hospital,Over 3 hours,25/11/2019 6:00pm
Pamela Youde Nethersole Eastern Hospital,Over 3 hours,25/11/2019 6:00pm
Queen Elizabeth Hospital,Over 3 hours,25/11/2019 6:00pm
Queen Mary Hospital,Over 3 hours,25/11/2019 6:00pm
Ruttonjee Hospital,Over 2 hours,25/11/2019 6:00pm
St John Hospital,Around 1 hour,25/11/2019 6:00pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 6:00pm
Tuen Mun Hospital,Over 4 hours,25/11/2019 6:00pm
Tin Shui Wai Hospital,Over 1 hour,25/11/2019 6:00pm
United Christian Hospital,Over 6 hours,25/11/2019 6:00pm
Yan Chai Hospital,Over 1 hour,25/11/2019 6:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,25/11/2019 6:15pm
Caritas Medical Centre,Over 1 hour,25/11/2019 6:15pm
Kwong Wah Hospital,Over 2 hours,25/11/2019 6:15pm
North District Hospital,Over 5 hours,25/11/2019 6:15pm
North Lantau Hospital,Over 2 hours,25/11/2019 6:15pm
Princess Margaret Hospital,Over 1 hour,25/11/2019 6:15pm
Pok Oi Hospital,Over 1 hour,25/11/2019 6:15pm
Prince of Wales Hospital,Over 3 hours,25/11/2019 6:15pm
Pamela Youde Nethersole Eastern Hospital,Over 4 hours,25/11/2019 6:15pm
Queen Elizabeth Hospital,Over 3 hours,25/11/2019 6:15pm
Queen Mary Hospital,Over 3 hours,25/11/2019 6:15pm
Ruttonjee Hospital,Over 2 hours,25/11/2019 6:15pm
St John Hospital,Around 1 hour,25/11/2019 6:15pm
Tseung Kwan O Hospital,Over 3 hours,25/11/2019 6:15pm
